area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,73.25392823455971
Super built-up  Area,18-Nov,manyata park,2 BHK,,1300,2.0,1.0,80.16002586412918
Super built-up  Area,Ready To Move,Tindlu,2 BHK,Alubys ,1166,2.0,2.0,73.76479316207579
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2 BHK,,1055,2.0,1.0,70.53218684555705
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,76.11240374611722
Built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,DatroGo,1270,2.0,2.0,81.7864707808323
Super built-up  Area,Ready To Move,Vignana Nagar,9 BHK,,1500,7.0,,242.923128713622
Plot  Area,Ready To Move,Battarahalli,4 Bedroom,,1200,3.0,1.0,130.3462497620015
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1164,2.0,2.0,73.68619855784254
Super built-up  Area,Ready To Move,Maruthi Nagar,3 BHK,,1447,2.0,2.0,94.7189341680807
Plot  Area,18-Aug,soukya road,3 Bedroom,,1500,3.0,1.0,132.22384128575337
Plot  Area,Ready To Move,Nobo Nagar,3 Bedroom,,1600,3.0,0.0,137.28296571584167
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1198,2.0,2.0,84.93390594104207
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,Brnumnn,3200,4.0,2.0,207.27592566139225
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,75.20856579743494
Super built-up  Area,Ready To Move,3rd Phase JP Nagar,4 BHK,,4500,4.0,3.0,257.23302419457326
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,1.0,120.70429160200123
Plot  Area,Ready To Move,Shirdi Sai Nagar,7 Bedroom,,1000,7.0,3.0,217.47724177880934
Super built-up  Area,Ready To Move,Kamala Nagar,2 BHK,Dehtipt,1175,2.0,2.0,74.11846888112537
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1345,2.0,1.0,91.84000357061154
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1560,5.0,1.0,198.07369851809446
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1340,2.0,2.0,80.60252373036784
Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,939,2.0,2.0,68.77906378023079
Super built-up  Area,Ready To Move,Sonnenahalli,1 BHK,,605,1.0,1.0,26.05819089602292
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1115,2.0,2.0,71.7606307541281
Built-up  Area,19-Dec,Electronic City,4 Bedroom,,2992,4.0,1.0,204.0562817042645
Super built-up  Area,17-Apr,Harlur,4 BHK,Prncyrn,2572,4.0,3.0,181.46782571372808
Plot  Area,Ready To Move,Kothannur,3 Bedroom,,1200,3.0,1.0,120.43465065076707
Super built-up  Area,18-Apr,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,77.21272820538262
Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,Shitt S,1340,2.0,2.0,80.60252373036784
Super built-up  Area,18-Mar,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,73.29093236614567
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,84.24694528425778
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,MRmesra,1874,2.0,3.0,110.36948795345165
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1140,2.0,2.0,76.67782150567159
Built-up  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,3677,4.0,0.0,232.21428540650078
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,2 BHK,,1464,2.0,2.0,85.47538919282883
Plot  Area,18-Mar,yettagodi Road,3 Bedroom,,1200,3.0,0.0,121.56404486919327
Super built-up  Area,Ready To Move,Doddabommasandra,3 BHK,,1736,3.0,2.0,122.95446536560443
Built-up  Area,Ready To Move,Munireddy Layout,3 BHK,Kulons ,1600,2.0,1.0,105.79557380897785
Built-up  Area,18-Dec,Whitefield,2 BHK,,1249,2.0,1.0,82.09062165480947
Built-up  Area,Ready To Move,Chandapura,3 BHK,Siissi ,1323,2.0,2.0,93.78082690424765
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,2.0,1.0,103.82568071618094
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,,1100,2.0,2.0,81.08277033361321
Built-up  Area,19-Mar,"Panathur Road, ",2 BHK,,1210,2.0,1.0,80.55802687226125
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1200,2.0,2.0,75.10090143404089
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1452,3.0,3.0,110.66463734605789
Built-up  Area,Ready To Move,Doddakannelli,3 BHK,KPareis,1475,2.0,3.0,98.62462260754783
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,72.22197083657176
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,129.7921959338965
Carpet  Area,Ready To Move,Basavangudi,4 BHK,BriewPa,2000,4.0,1.0,167.9776344527613
Super built-up  Area,Ready To Move,Celebrity Paradise Layout,1 BHK,,550,1.0,1.0,23.896839279608756
Super built-up  Area,Ready To Move,Puttappa Layout,2 BHK,Teara S,1400,2.0,1.0,84.08975607579129
Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,86.92784080603393
Plot  Area,Ready To Move,Koramangala,2 Bedroom,,1350,2.0,0.0,100.6684301896317
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Emage H,1582,3.0,2.0,117.69052656345839
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Srllaan,1121,2.0,3.0,70.86702034840164
Plot  Area,Ready To Move,Navodaya Nagar,2 Bedroom,,2000,2.0,0.0,126.21167656543533
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1244,2.0,2.0,76.82998272717222
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Ulure S,1090,2.0,2.0,70.77819820121259
Super built-up  Area,Ready To Move,Panathur,2 BHK,Saite G,1140,2.0,1.0,73.87245752546983
Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,2.0,103.24644872738745
Plot  Area,Ready To Move,Kenchenhalli,2 Bedroom,,825,3.0,2.0,94.6571690273736
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1640,2.0,0.0,94.65050280220652
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,67.74207839527696
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVodsve,1301,2.0,2.0,79.0699289478196
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,,2400,4.0,3.0,192.12283475091454
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,Brnia G,750,1.0,1.0,31.75629970293295
Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Chaldi ,1300,3.0,2.0,109.75559984138566
Plot  Area,Ready To Move,Hanumagiri,3 Bedroom,,1200,3.0,2.0,119.30525643234088
Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,,1500,2.0,1.0,105.43363128869865
Super built-up  Area,17-Dec,Mysore Road,3 BHK,PrawnRa,1082,2.0,1.0,81.50481311394023
Super built-up  Area,20-Dec,Electronic City,3 BHK,KonteiT,1791,3.0,2.0,125.00585944809387
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,CMhidal,1380,3.0,2.0,108.96462581208738
Built-up  Area,Ready To Move,PARAPPANAAGHRARA,2 BHK,,1150,2.0,2.0,77.0707945268378
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,93.26493398976572
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1211,2.0,1.0,76.66256597574991
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,960,2.0,2.0,65.66954892605186
Super built-up  Area,18-Apr,Whitefield,3 BHK,Prtates,2321,4.0,2.0,162.82199798964797
Built-up  Area,Ready To Move,HBR Layout,3 Bedroom,,2000,4.0,2.0,154.1423222088406
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Reiteee,1169,2.0,2.0,73.88268506842564
Super built-up  Area,Ready To Move,Vidyaranyapura,1 BHK,Mathipo,745,1.0,1.0,31.55981319234985
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Emterl ,1389,2.0,2.0,86.46284973271021
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1095,2.0,1.0,72.1040789302219
Super built-up  Area,19-Dec,Bannerghatta Road,3 BHK,,1894,3.0,1.0,130.29283331845676
Super built-up  Area,18-May,Sarjapur  Road,2 BHK,SJityaz,1308,2.0,1.0,80.47440428106216
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,DSthi K,1170,2.0,2.0,73.92198237054225
Built-up  Area,Ready To Move,Brindavan Layout,2 Bedroom,,1100,2.0,0.0,77.36471785785915
Plot  Area,Ready To Move,Kalkere,6 Bedroom,,2116,5.0,,221.05239271336188
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,2 Bedroom,,1522.5,2.0,0.0,107.44721480474882
Built-up  Area,19-Dec,Uttarahalli,3 BHK,,1750,3.0,2.0,127.43938579386509
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1200,5.0,2.0,182.79727553768473
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698,3.0,2.0,121.46116788517284
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,,1610,2.0,2.0,101.12439441308992
Plot  Area,Ready To Move,Kalyan nagar,5 Bedroom,,600,5.0,0.0,151.56608359333012
Super built-up  Area,Ready To Move,Panduranga Nagar,3 BHK,SApusnu,1430,2.0,1.0,95.18027425052433
Built-up  Area,Ready To Move,Pai Layout,2 BHK,,1005,2.0,2.0,71.37268571992776
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,Sanzaat,1564,2.0,1.0,90.53451362291712
Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1230,2.0,1.0,77.40921471596572
Built-up  Area,Ready To Move,1st Phase JP Nagar,1 BHK,Opamaan,790,1.0,1.0,37.26294998622575
Built-up  Area,Ready To Move,8th Phase JP Nagar,6 BHK,,5000,6.0,2.0,335.52624766404733
Built-up  Area,Ready To Move,Brookefield,3 BHK,Saowson,1630,3.0,2.0,122.72370953987057
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Pyaded ,800,2.0,2.0,63.316738786020466
Plot  Area,18-Mar,Medahalli,5 Bedroom,,800,5.0,1.0,158.2961497982281
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,76.76582976789207
Plot  Area,Ready To Move,Ulsoor,3 Bedroom,,4000,2.0,1.0,213.58848569148546
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5.0,3.0,206.91324846097172
Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,3000,4.0,0.0,219.0893986761657
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Hahtsya,1180,2.0,2.0,74.31495539170848
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1530,3.0,2.0,114.85922112958052
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,AztheBr,3004,4.0,,191.9208437721525
Built-up  Area,Ready To Move,Cox Town,2 BHK,,780,2.0,0.0,64.78958118054044
Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,,1165,2.0,1.0,78.78964827701331
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2.0,1.0,97.82112786476308
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,168.53223402099502
Super built-up  Area,18-Jun,CV Raman Nagar,2 BHK,,1225,2.0,2.0,76.08333398695642
Built-up  Area,Ready To Move,Palace Road,4 BHK,,4730,2.0,1.0,238.70772854523585
Plot  Area,Ready To Move,Maragondanahalli,7 Bedroom,,1200,7.0,2.0,226.46609642055972
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,800,2.0,0.0,79.05491402549018
Built-up  Area,Ready To Move,Cooke Town,3 BHK,,1550,3.0,3.0,118.45053115211469
Super built-up  Area,Ready To Move,Coffee Board Layout,2 BHK,,1285,2.0,1.0,79.57056633237988
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1265,2.0,2.0,77.65522607162126
Plot  Area,19-Dec,Basaveshwara Nagar Yelahanka,4 Bedroom,,5120,5.0,3.0,315.8901073939439
Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,77.21272820538262
Plot  Area,Ready To Move,Kavika Layout,1 Bedroom,,580,2.0,0.0,60.49790844859914
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1094.21,2.0,1.0,72.07303406154976
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2.0,1.0,82.12489096996023
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,1200,2.0,2.0,75.10090143404089
Super built-up  Area,Ready To Move,Abbigere,8 BHK,,5000,8.0,1.0,386.301303677955
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,2.0,79.14852355205285
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1135,2.0,2.0,72.54657679646053
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1740.91,3.0,2.0,123.14741511899705
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1238,2.0,1.0,77.72359313289869
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,,1540,3.0,2.0,115.25219415074673
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,69.20630611654775
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1208,2.0,2.0,75.41527985097386
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Shony S,1180,2.0,1.0,75.44434961013468
Built-up  Area,20-Jul,Sarjapur  Road,4 Bedroom,NVdenic,2876,4.0,0.0,200.7371464110874
Super built-up  Area,Ready To Move,Amruthnagar,2 BHK,Saeur G,1209,2.0,2.0,75.45457715309048
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2558,3.0,2.0,155.25684770546687
Super built-up  Area,18-Sep,Hennur Road,2 BHK,Maity W,1385,2.0,1.0,83.50029654404196
Super built-up  Area,Ready To Move,Lakkasandra,3 BHK,Mysha N,1513,3.0,1.0,115.32056121202416
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,,525,1.0,1.0,22.91440672669323
Plot  Area,Ready To Move,Begur Road,7 Bedroom,,1000,4.0,3.0,166.84140912134848
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,950,2.0,1.0,70.3407283219398
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,,958,2.0,1.0,66.72034854024483
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1130,2.0,1.0,77.41424270293157
Plot  Area,Ready To Move,6th block Koramangala,4 Bedroom,,2400,5.0,3.0,209.00144563673484
Plot  Area,Ready To Move,Kadarenahalli,4 Bedroom,,1500,4.0,0.0,160.14344550123428
Super built-up  Area,Ready To Move,Bellandur,3 BHK,Srure S,1547,3.0,,117.78606370241548
Built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2000,3.0,2.0,137.26371132302032
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2690,4.0,3.0,186.10490736348936
Built-up  Area,18-May,Harlur,3 BHK,,1924,4.0,1.0,152.2851214664036
Built-up  Area,Ready To Move,Hennur,2 BHK,JahtsHe,1560,2.0,,95.44147683150479
Plot  Area,Ready To Move,Kammagondahalli,2 Bedroom,,1200,2.0,1.0,93.64444065371237
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1460,2.0,3.0,94.10040487717058
Built-up  Area,Ready To Move,Kothannur,5 Bedroom,,1600,5.0,,177.38399890733376
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3930,4.0,3.0,234.83356198809935
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,69.20630611654775
Super built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,Gomeseg,1770,3.0,1.0,125.41996785599575
Built-up  Area,18-Dec,Electronic City,2 BHK,,1165,2.0,1.0,78.6796907430886
Built-up  Area,Ready To Move,Kodigehalli,2 BHK,Raellil,1285,2.0,0.0,84.63471874943403
Super built-up  Area,Ready To Move,Narayanappa Garden,3 BHK,Vacle P,2100,5.0,2.0,171.01590510769503
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,,935,2.0,2.0,64.68711637313635
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1250,2.0,3.0,85.84797143268017
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717,3.0,2.0,122.20781662538865
Built-up  Area,Ready To Move,Basaveshwara Nagar,1 BHK,,707,1.0,1.0,34.0012739105462
Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,BMngsr ,1047,2.0,2.0,69.0884142101979
Super built-up  Area,18-Feb,Thanisandra,4 BHK,Bhmesy ,3616,4.0,2.0,223.62360334190657
Super built-up  Area,20-Dec,Yelahanka New Town,2 BHK,DSantky,1000,2.0,1.0,68.3708352291429
Super built-up  Area,19-Nov,Thanisandra,2 BHK,,1066,2.0,1.0,70.96445716883989
Plot  Area,Ready To Move,Bannerghatta Road,1 Bedroom,,1200,2.0,0.0,84.86223576090413
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2.0,1.0,72.33986274292161
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Prndsde,1250,2.0,2.0,77.06576653987194
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,,635,1.0,1.0,27.237109959521547
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,755,1.0,1.0,41.75442779082577
Super built-up  Area,Ready To Move,Harlur,4 BHK,Prncyrn,2569,5.0,3.0,198.2285446931985
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1255,2.0,1.0,78.39164726888124
Built-up  Area,Ready To Move,Chikkabanavar,2 Bedroom,,1550,2.0,0.0,95.04850381033859
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,,1061,2.0,2.0,69.63857643983059
Super built-up  Area,19-Jun,Hosa Road,3 BHK,Sosisic,1512,3.0,2.0,114.15186969148134
Super built-up  Area,19-Dec,Whitefield,3 BHK,,1820,3.0,1.0,127.3848329618268
Plot  Area,Ready To Move,Jigani,2 Bedroom,,1200,2.0,1.0,93.64444065371237
Super built-up  Area,Ready To Move,Byrasandra Extension,3 BHK,,2000,2.0,1.0,117.57973645699828
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,970,2.0,1.0,67.19191616564427
Super built-up  Area,21-Jan,Tumkur Road,3 BHK,Sapus S,1448,2.0,1.0,95.88762568862352
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,63.77305088149825
Plot  Area,Ready To Move,Maruthi Nagar,3 Bedroom,MNncysi,1500,3.0,2.0,131.09444706732717
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,76.8197551842164
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 BHK,PrBayGa,4000,6.0,1.0,273.60038334475576
Built-up  Area,Ready To Move,Coffee Board Layout,3 Bedroom,,2300,2.0,1.0,133.30368529061252
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,985,2.0,1.0,67.78137569739359
Plot  Area,Ready To Move,Tindlu,2 Bedroom,,1120,2.0,1.0,90.50065648438269
Super built-up  Area,21-Dec,Electronic City,2 BHK,KonteiT,1241,2.0,2.0,76.60213328689764
Plot  Area,Ready To Move,Basavangudi,4 Bedroom,,2437,4.0,3.0,193.5768349292295
Plot  Area,Ready To Move,Sunkadakatte,3 Bedroom,,1200,2.0,2.0,102.42664554652059
Super built-up  Area,22-Jun,2nd Phase Judicial Layout,2 BHK,,1100,2.0,1.0,72.300565440805
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1724,3.0,3.0,121.35350352177879
Built-up  Area,Ready To Move,Banashankari Stage II,5 Bedroom,,3000,5.0,2.0,230.1414334337507
Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,,1125,2.0,2.0,82.06520288652874
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3436,5.0,3.0,234.06791832859062
Built-up  Area,Ready To Move,Jalahalli,4 BHK,Tahtsla,3083,4.0,2.0,206.61289951237555
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,,1000,2.0,1.0,68.3708352291429
Super built-up  Area,Ready To Move,Dinnur,3 BHK,,1700,3.0,1.0,122.66915670783229
Built-up  Area,Ready To Move,Koramangala Industrial Layout,4 Bedroom,,2500,5.0,3.0,199.4517890457796
Super built-up  Area,21-Feb,Talaghattapura,3 BHK,Sodgere,1868,3.0,1.0,129.2711034634246
Built-up  Area,Ready To Move,Jakkur,4 BHK,MMiewke,1697,3.0,3.0,134.1388336744924
Plot  Area,Ready To Move,Sunkadakatte,1 Bedroom,,901,1.0,0.0,56.23373154221418
Plot  Area,Ready To Move,Syndicate Bank Colony,4 Bedroom,,1500,4.0,3.0,156.75526284595568
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Prdhue ,1240,2.0,2.0,80.60755171733368
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1341,2.0,2.0,90.55342014371888
Built-up  Area,Ready To Move,Hebbal,4 BHK,RMudeat,3895,2.0,1.0,205.89448127785738
Built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,118.99046583879158
Super built-up  Area,Ready To Move,Kammagondahalli,2 BHK,DiiteR ,861,2.0,1.0,62.908510234932585
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1100,2.0,2.0,71.1711712223788
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,1020,2.0,1.0,69.15678127147532
Plot  Area,Ready To Move,Parappana Agrahara,9 Bedroom,,1500,9.0,2.0,291.83570704965547
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,72.300565440805
Super built-up  Area,18-Nov,Kothannur,2 BHK,,1080,2.0,2.0,70.38522518004638
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Toindls,2500,3.0,1.0,154.10699840112903
Super built-up  Area,18-Mar,Thyagaraja Nagar,3 BHK,,1650,3.0,3.0,118.44550316514884
Super built-up  Area,Ready To Move,Sunkadakatte,2 BHK,,700,2.0,1.0,56.58164459415661
Super built-up  Area,18-Mar,Jakkur,3 BHK,Lecco C,4150,5.0,1.0,252.70476866519425
Plot  Area,18-Dec,Ambedkar Nagar,3 Bedroom,Thessrm,2900,3.0,2.0,186.1106700305965
Plot  Area,18-Dec,Attibele,3 Bedroom,AkArkti,1200,3.0,,121.56404486919327
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1080,2.0,1.0,71.51461939847258
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,3.0,2.0,122.91516806348781
Built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Srera P,1210,2.0,2.0,79.42863265383505
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1150,2.0,1.0,74.26543054663605
Super built-up  Area,20-Jun,Talaghattapura,4 BHK,Toreeic,5407,5.0,0.0,313.1424707554474
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Paoliy ,1865,4.0,2.0,144.90242822446882
Plot  Area,Ready To Move,Herohalli,2 Bedroom,,1350,2.0,0.0,100.6684301896317
Plot  Area,18-Sep,Whitefield,3 Bedroom,,1200,3.0,1.0,120.43465065076707
Super built-up  Area,19-Dec,Hoodi,4 BHK,Caycend,2041,4.0,0.0,163.98914094508095
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Mileeou,1445,2.0,1.0,95.76973378227365
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,,1690,3.0,2.0,121.14678946823987
Super built-up  Area,18-Apr,3rd Phase JP Nagar,2 BHK,,1200,2.0,3.0,73.97150721561471
Built-up  Area,Ready To Move,Subramanyanagar,6 BHK,,1900,6.0,0.0,215.96339953937473
Super built-up  Area,Ready To Move,Jalahalli East,1 BHK,ShshaSa,700 - 800,1.0,0.0,32.885693921359135
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1087,2.0,1.0,71.78970051328892
Super built-up  Area,18-Mar,Whitefield,3 BHK,BrlisCo,1740,6.0,3.0,172.61809301310558
Super built-up  Area,Ready To Move,Thurahalli,2 BHK,,1075,2.0,1.0,71.31813288788948
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,2254,3.0,2.0,143.3104678620141
Super built-up  Area,18-Dec,Sarjapur  Road,4 BHK,Klark L,4395,3.0,2.0,237.357590804934
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1339,2.0,1.0,85.62737884530536
Super built-up  Area,19-May,Thanisandra,4 BHK,G conTh,2695,4.0,2.0,187.43078809249863
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,73.52900934937605
Plot  Area,18-May,Varthur,4 Bedroom,Darsh S,1600,4.0,2.0,161.81438727604396
Super built-up  Area,Ready To Move,Benson Town,3 BHK,,1501,2.0,3.0,95.71159426395202
Super built-up  Area,21-Jul,Koramangala,4 BHK,G ceses,1982,4.0,3.0,158.2824174649217
Plot  Area,Ready To Move,Chandapura,5 Bedroom,,1200,3.0,0.0,141.38724309166213
Plot  Area,Ready To Move,Anandapura,2 Bedroom,,825,2.0,0.0,80.0373465784057
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1215,2.0,2.0,75.6903609657902
Plot  Area,Ready To Move,Andrahalli,4 Bedroom,,1200,5.0,2.0,162.97407731521588
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Sraveha,1300,2.0,2.0,88.94223075693742
Super built-up  Area,Ready To Move,Friends Colony,3 BHK,SiidsGa,1250,2.0,1.0,88.10675986953257
Super built-up  Area,Ready To Move,Nagavarapalya,3 BHK,PuonsSe,1836,3.0,1.0,128.01358979569272
Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,130.1851689550627
Plot  Area,Ready To Move,Ardendale,4 Bedroom,Aling10,2400,4.0,1.0,194.38162318776693
Built-up  Area,Ready To Move,Uttarahalli hobli,4 BHK,,3500,3.0,2.0,206.1212636091862
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1420,2.0,1.0,94.78730122935812
Plot  Area,Ready To Move,Marsur,4 Bedroom,,2400,4.0,1.0,194.38162318776693
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3.0,2.0,127.11997938996626
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3260,5.0,3.0,225.38298045578358
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1750,3.0,,125.76341603208952
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,,1580,3.0,2.0,116.82408623541157
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,933,2.0,1.0,55.82631687609487
