area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,3rd Phase JP Nagar,4 BHK,,4500,4.0,3.0,331.84375
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,1.0,100.3193359375
Plot  Area,Ready To Move,Shirdi Sai Nagar,7 Bedroom,,1000,7.0,3.0,153.140625
Super built-up  Area,Ready To Move,Kamala Nagar,2 BHK,Dehtipt,1175,2.0,2.0,113.5390625
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1345,2.0,1.0,54.8203125
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1560,5.0,1.0,185.5576171875
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1340,2.0,2.0,78.2744140625
Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,939,2.0,2.0,26.0849609375
Super built-up  Area,Ready To Move,Sonnenahalli,1 BHK,,605,1.0,1.0,5.02734375
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1115,2.0,2.0,66.556640625
Built-up  Area,19-Dec,Electronic City,4 Bedroom,,2992,4.0,1.0,184.0615234375
Super built-up  Area,17-Apr,Harlur,4 BHK,Prncyrn,2572,4.0,3.0,178.1728515625
Plot  Area,Ready To Move,Kothannur,3 Bedroom,,1200,3.0,1.0,123.73828125
Super built-up  Area,18-Apr,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,62.0126953125
Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,Shitt S,1340,2.0,2.0,59.232421875
Super built-up  Area,18-Mar,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,51.0498046875
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,67.0205078125
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,MRmesra,1874,2.0,3.0,79.30078125
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1140,2.0,2.0,39.3154296875
Built-up  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,3677,4.0,0.0,199.6103515625
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,2 BHK,,1464,2.0,2.0,36.43359375
Plot  Area,18-Mar,yettagodi Road,3 Bedroom,,1200,3.0,0.0,403758164961.7783
Super built-up  Area,Ready To Move,Doddabommasandra,3 BHK,,1736,3.0,2.0,184.8203125
Built-up  Area,Ready To Move,Munireddy Layout,3 BHK,Kulons ,1600,2.0,1.0,403758165039.3164
Built-up  Area,18-Dec,Whitefield,2 BHK,,1249,2.0,1.0,76.6337890625
Built-up  Area,Ready To Move,Chandapura,3 BHK,Siissi ,1323,2.0,2.0,40.462890625
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,2.0,1.0,77.0341796875
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,,1100,2.0,2.0,62.412109375
Built-up  Area,19-Mar,"Panathur Road, ",2 BHK,,1210,2.0,1.0,85.189453125
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1200,2.0,2.0,58.26953125
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1452,3.0,3.0,85.3388671875
Built-up  Area,Ready To Move,Doddakannelli,3 BHK,KPareis,1475,2.0,3.0,35.5693359375
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,54.0107421875
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,144.8173828125
Carpet  Area,Ready To Move,Basavangudi,4 BHK,BriewPa,2000,4.0,1.0,234.646484375
Super built-up  Area,Ready To Move,Celebrity Paradise Layout,1 BHK,,550,1.0,1.0,19.1259765625
Super built-up  Area,Ready To Move,Puttappa Layout,2 BHK,Teara S,1400,2.0,1.0,188.111328125
Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,44.1259765625
Plot  Area,Ready To Move,Koramangala,2 Bedroom,,1350,2.0,0.0,234.0419921875
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Emage H,1582,3.0,2.0,311.2412109375
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Srllaan,1121,2.0,3.0,72.9794921875
Plot  Area,Ready To Move,Navodaya Nagar,2 Bedroom,,2000,2.0,0.0,206.15234375
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1244,2.0,2.0,60.392578125
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Ulure S,1090,2.0,2.0,36.224609375
Super built-up  Area,Ready To Move,Panathur,2 BHK,Saite G,1140,2.0,1.0,66.0478515625
Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,2.0,71.1962890625
Plot  Area,Ready To Move,Kenchenhalli,2 Bedroom,,825,3.0,2.0,68.6806640625
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1640,2.0,0.0,88.6337890625
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,62.7724609375
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVodsve,1301,2.0,2.0,94.00390625
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,,2400,4.0,3.0,240.109375
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,Brnia G,750,1.0,1.0,28.4052734375
Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Chaldi ,1300,3.0,2.0,136.4833984375
Plot  Area,Ready To Move,Hanumagiri,3 Bedroom,,1200,3.0,2.0,132.78515625
Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,,1500,2.0,1.0,184.0849609375
Super built-up  Area,17-Dec,Mysore Road,3 BHK,PrawnRa,1082,2.0,1.0,51.1962890625
Super built-up  Area,20-Dec,Electronic City,3 BHK,KonteiT,1791,3.0,2.0,101.931640625
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,CMhidal,1380,3.0,2.0,80.53515625
Built-up  Area,Ready To Move,PARAPPANAAGHRARA,2 BHK,,1150,2.0,2.0,403758165061.70996
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,58.83984375
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1211,2.0,1.0,54.1904296875
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,960,2.0,2.0,129.0966796875
Super built-up  Area,18-Apr,Whitefield,3 BHK,Prtates,2321,4.0,2.0,170.3232421875
Built-up  Area,Ready To Move,HBR Layout,3 Bedroom,,2000,4.0,2.0,157.0263671875
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Reiteee,1169,2.0,2.0,58.8984375
Super built-up  Area,Ready To Move,Vidyaranyapura,1 BHK,Mathipo,745,1.0,1.0,20.35546875
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Emterl ,1389,2.0,2.0,61.8095703125
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1095,2.0,1.0,36.759765625
Super built-up  Area,19-Dec,Bannerghatta Road,3 BHK,,1894,3.0,1.0,122.24609375
Super built-up  Area,18-May,Sarjapur  Road,2 BHK,SJityaz,1308,2.0,1.0,78.40625
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,DSthi K,1170,2.0,2.0,39.419921875
Built-up  Area,Ready To Move,Brindavan Layout,2 Bedroom,,1100,2.0,0.0,36.5859375
Plot  Area,Ready To Move,Kalkere,6 Bedroom,,2116,5.0,,239.208984375
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,2 Bedroom,,1522.5,2.0,0.0,192.955078125
Built-up  Area,19-Dec,Uttarahalli,3 BHK,,1750,3.0,2.0,95.32421875
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1200,5.0,2.0,165.6494140625
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698,3.0,2.0,101.8525390625
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,,1610,2.0,2.0,80.5732421875
Plot  Area,Ready To Move,Kalyan nagar,5 Bedroom,,600,5.0,0.0,168.9658203125
Super built-up  Area,Ready To Move,Panduranga Nagar,3 BHK,SApusnu,1430,2.0,1.0,71.9091796875
Built-up  Area,Ready To Move,Pai Layout,2 BHK,,1005,2.0,2.0,40.119140625
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,Sanzaat,1564,2.0,1.0,75.9951171875
Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1230,2.0,1.0,91.384765625
Built-up  Area,Ready To Move,1st Phase JP Nagar,1 BHK,Opamaan,790,1.0,1.0,68.8857421875
Built-up  Area,Ready To Move,8th Phase JP Nagar,6 BHK,,5000,6.0,2.0,318.935546875
Built-up  Area,Ready To Move,Brookefield,3 BHK,Saowson,1630,3.0,2.0,105.1484375
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Pyaded ,800,2.0,2.0,30.37890625
Plot  Area,18-Mar,Medahalli,5 Bedroom,,800,5.0,1.0,104.9501953125
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,70.2802734375
Plot  Area,Ready To Move,Ulsoor,3 Bedroom,,4000,2.0,1.0,286.2060546875
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5.0,3.0,237.3564453125
Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,3000,4.0,0.0,270.80859375
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Hahtsya,1180,2.0,2.0,53.3232421875
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1530,3.0,2.0,98.8701171875
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,AztheBr,3004,4.0,,207.4931640625
Built-up  Area,Ready To Move,Cox Town,2 BHK,,780,2.0,0.0,100.1171875
Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,,1165,2.0,1.0,23.2275390625
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2.0,1.0,67.142578125
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,375.0791015625
Super built-up  Area,18-Jun,CV Raman Nagar,2 BHK,,1225,2.0,2.0,65.4150390625
Built-up  Area,Ready To Move,Palace Road,4 BHK,,4730,2.0,1.0,297.4287109375
Plot  Area,Ready To Move,Maragondanahalli,7 Bedroom,,1200,7.0,2.0,214.7421875
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,800,2.0,0.0,88.99609375
Built-up  Area,Ready To Move,Cooke Town,3 BHK,,1550,3.0,3.0,191.578125
Super built-up  Area,Ready To Move,Coffee Board Layout,2 BHK,,1285,2.0,1.0,62.2685546875
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1265,2.0,2.0,61.4052734375
Plot  Area,19-Dec,Basaveshwara Nagar Yelahanka,4 Bedroom,,5120,5.0,3.0,378.4970703125
Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,62.0126953125
Plot  Area,Ready To Move,Kavika Layout,1 Bedroom,,580,2.0,0.0,47.8388671875
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1094.21,2.0,1.0,37.6953125
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2.0,1.0,71.2939453125
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,1200,2.0,2.0,36.1728515625
Super built-up  Area,Ready To Move,Abbigere,8 BHK,,5000,8.0,1.0,338.904296875
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,2.0,46.8779296875
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1135,2.0,2.0,38.771484375
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1740.91,3.0,2.0,94.671875
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1238,2.0,1.0,59.0107421875
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,,1540,3.0,2.0,114.7666015625
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,50.5908203125
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1208,2.0,2.0,57.4892578125
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Shony S,1180,2.0,1.0,48.7158203125
Built-up  Area,20-Jul,Sarjapur  Road,4 Bedroom,NVdenic,2876,4.0,0.0,199.6728515625
Super built-up  Area,Ready To Move,Amruthnagar,2 BHK,Saeur G,1209,2.0,2.0,52.576171875
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2558,3.0,2.0,158.4853515625
Super built-up  Area,18-Sep,Hennur Road,2 BHK,Maity W,1385,2.0,1.0,78.201171875
Super built-up  Area,Ready To Move,Lakkasandra,3 BHK,Mysha N,1513,3.0,1.0,52.3623046875
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,,525,1.0,1.0,2.8271484375
Plot  Area,Ready To Move,Begur Road,7 Bedroom,,1000,4.0,3.0,134.4326171875
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,950,2.0,1.0,11.177734375
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,,958,2.0,1.0,32.791015625
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1130,2.0,1.0,41.853515625
Plot  Area,Ready To Move,6th block Koramangala,4 Bedroom,,2400,5.0,3.0,386.81640625
Plot  Area,Ready To Move,Kadarenahalli,4 Bedroom,,1500,4.0,0.0,110.7705078125
Super built-up  Area,Ready To Move,Bellandur,3 BHK,Srure S,1547,3.0,,105.99609375
Built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2000,3.0,2.0,126.9794921875
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2690,4.0,3.0,214.69140625
Built-up  Area,18-May,Harlur,3 BHK,,1924,4.0,1.0,154.048828125
Built-up  Area,Ready To Move,Hennur,2 BHK,JahtsHe,1560,2.0,,77.41015625
Plot  Area,Ready To Move,Kammagondahalli,2 Bedroom,,1200,2.0,1.0,86.962890625
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1460,2.0,3.0,58.572265625
Built-up  Area,Ready To Move,Kothannur,5 Bedroom,,1600,5.0,,117.4150390625
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3930,4.0,3.0,242.70703125
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,50.5908203125
Super built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,Gomeseg,1770,3.0,1.0,98.40234375
Built-up  Area,18-Dec,Electronic City,2 BHK,,1165,2.0,1.0,53.0478515625
Built-up  Area,Ready To Move,Kodigehalli,2 BHK,Raellil,1285,2.0,0.0,78.552734375
Super built-up  Area,Ready To Move,Narayanappa Garden,3 BHK,Vacle P,2100,5.0,2.0,165.5390625
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,,935,2.0,2.0,44.353515625
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1250,2.0,3.0,73.693359375
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717,3.0,2.0,114.7666015625
Built-up  Area,Ready To Move,Basaveshwara Nagar,1 BHK,,707,1.0,1.0,53.3759765625
Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,BMngsr ,1047,2.0,2.0,26.4296875
Super built-up  Area,18-Feb,Thanisandra,4 BHK,Bhmesy ,3616,4.0,2.0,215.830078125
Super built-up  Area,20-Dec,Yelahanka New Town,2 BHK,DSantky,1000,2.0,1.0,70.5849609375
Super built-up  Area,19-Nov,Thanisandra,2 BHK,,1066,2.0,1.0,52.4658203125
Plot  Area,Ready To Move,Bannerghatta Road,1 Bedroom,,1200,2.0,0.0,142.955078125
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2.0,1.0,84.3701171875
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Prndsde,1250,2.0,2.0,55.373046875
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,,635,1.0,1.0,6.3232421875
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,755,1.0,1.0,9.7666015625
Super built-up  Area,Ready To Move,Harlur,4 BHK,Prncyrn,2569,5.0,3.0,201.3125
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1255,2.0,1.0,76.7099609375
Built-up  Area,Ready To Move,Chikkabanavar,2 Bedroom,,1550,2.0,0.0,16.3701171875
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,,1061,2.0,2.0,80.9560546875
Super built-up  Area,19-Jun,Hosa Road,3 BHK,Sosisic,1512,3.0,2.0,89.7119140625
Super built-up  Area,19-Dec,Whitefield,3 BHK,,1820,3.0,1.0,125.400390625
Plot  Area,Ready To Move,Jigani,2 Bedroom,,1200,2.0,1.0,112.2333984375
Super built-up  Area,Ready To Move,Byrasandra Extension,3 BHK,,2000,2.0,1.0,80.0625
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,970,2.0,1.0,56.232421875
Super built-up  Area,21-Jan,Tumkur Road,3 BHK,Sapus S,1448,2.0,1.0,72.556640625
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,41.6025390625
Plot  Area,Ready To Move,Maruthi Nagar,3 Bedroom,MNncysi,1500,3.0,2.0,168.3623046875
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,92.3916015625
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 BHK,PrBayGa,4000,6.0,1.0,256.8056640625
Built-up  Area,Ready To Move,Coffee Board Layout,3 Bedroom,,2300,2.0,1.0,109.6015625
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,985,2.0,1.0,28.3349609375
Plot  Area,Ready To Move,Tindlu,2 Bedroom,,1120,2.0,1.0,98.744140625
Super built-up  Area,21-Dec,Electronic City,2 BHK,KonteiT,1241,2.0,2.0,53.96484375
Plot  Area,Ready To Move,Basavangudi,4 Bedroom,,2437,4.0,3.0,311.9140625
Plot  Area,Ready To Move,Sunkadakatte,3 Bedroom,,1200,2.0,2.0,40.830078125
Super built-up  Area,22-Jun,2nd Phase Judicial Layout,2 BHK,,1100,2.0,1.0,42.5830078125
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1724,3.0,3.0,115.6943359375
Built-up  Area,Ready To Move,Banashankari Stage II,5 Bedroom,,3000,5.0,2.0,330.9873046875
Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,,1125,2.0,2.0,84.7646484375
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3436,5.0,3.0,409.1630859375
Built-up  Area,Ready To Move,Jalahalli,4 BHK,Tahtsla,3083,4.0,2.0,198.81640625
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,,1000,2.0,1.0,59.8427734375
Super built-up  Area,Ready To Move,Dinnur,3 BHK,,1700,3.0,1.0,100.2666015625
Built-up  Area,Ready To Move,Koramangala Industrial Layout,4 Bedroom,,2500,5.0,3.0,209.9228515625
Super built-up  Area,21-Feb,Talaghattapura,3 BHK,Sodgere,1868,3.0,1.0,121.3916015625
Built-up  Area,Ready To Move,Jakkur,4 BHK,MMiewke,1697,3.0,3.0,128.6279296875
Plot  Area,Ready To Move,Sunkadakatte,1 Bedroom,,901,1.0,0.0,11.90625
Plot  Area,Ready To Move,Syndicate Bank Colony,4 Bedroom,,1500,4.0,3.0,205.5380859375
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Prdhue ,1240,2.0,2.0,56.431640625
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1341,2.0,2.0,54.595703125
Built-up  Area,Ready To Move,Hebbal,4 BHK,RMudeat,3895,2.0,1.0,226.107421875
Built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,93.69921875
Super built-up  Area,Ready To Move,Kammagondahalli,2 BHK,DiiteR ,861,2.0,1.0,0.625
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1100,2.0,2.0,30.5146484375
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,1020,2.0,1.0,32.0234375
Plot  Area,Ready To Move,Parappana Agrahara,9 Bedroom,,1500,9.0,2.0,275.7265625
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,76.8828125
Super built-up  Area,18-Nov,Kothannur,2 BHK,,1080,2.0,2.0,22.7529296875
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Toindls,2500,3.0,1.0,158.212890625
Super built-up  Area,18-Mar,Thyagaraja Nagar,3 BHK,,1650,3.0,3.0,110.0185546875
Super built-up  Area,Ready To Move,Sunkadakatte,2 BHK,,700,2.0,1.0,50.1318359375
Super built-up  Area,18-Mar,Jakkur,3 BHK,Lecco C,4150,5.0,1.0,300.28125
Plot  Area,18-Dec,Ambedkar Nagar,3 Bedroom,Thessrm,2900,3.0,2.0,260.44140625
Plot  Area,18-Dec,Attibele,3 Bedroom,AkArkti,1200,3.0,,139.806640625
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1080,2.0,1.0,63.703125
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,3.0,2.0,100.4267578125
Built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Srera P,1210,2.0,2.0,68.091796875
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1150,2.0,1.0,69.2197265625
Super built-up  Area,20-Jun,Talaghattapura,4 BHK,Toreeic,5407,5.0,0.0,339.4091796875
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Paoliy ,1865,4.0,2.0,127.9736328125
Plot  Area,Ready To Move,Herohalli,2 Bedroom,,1350,2.0,0.0,103.330078125
Plot  Area,18-Sep,Whitefield,3 Bedroom,,1200,3.0,1.0,166.7138671875
Super built-up  Area,19-Dec,Hoodi,4 BHK,Caycend,2041,4.0,0.0,145.61328125
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Mileeou,1445,2.0,1.0,79.23828125
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,,1690,3.0,2.0,95.6357421875
Super built-up  Area,18-Apr,3rd Phase JP Nagar,2 BHK,,1200,2.0,3.0,129.75390625
Built-up  Area,Ready To Move,Subramanyanagar,6 BHK,,1900,6.0,0.0,165.8505859375
Super built-up  Area,Ready To Move,Jalahalli East,1 BHK,ShshaSa,700 - 800,1.0,0.0,5.291015625
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1087,2.0,1.0,49.1181640625
Super built-up  Area,18-Mar,Whitefield,3 BHK,BrlisCo,1740,6.0,3.0,186.322265625
Super built-up  Area,Ready To Move,Thurahalli,2 BHK,,1075,2.0,1.0,16.861328125
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,2254,3.0,2.0,137.48046875
Super built-up  Area,18-Dec,Sarjapur  Road,4 BHK,Klark L,4395,3.0,2.0,244.396484375
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1339,2.0,1.0,63.74609375
Super built-up  Area,19-May,Thanisandra,4 BHK,G conTh,2695,4.0,2.0,171.388671875
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,36.177734375
Plot  Area,18-May,Varthur,4 Bedroom,Darsh S,1600,4.0,2.0,179.578125
Super built-up  Area,Ready To Move,Benson Town,3 BHK,,1501,2.0,3.0,242.615234375
Super built-up  Area,21-Jul,Koramangala,4 BHK,G ceses,1982,4.0,3.0,228.552734375
Plot  Area,Ready To Move,Chandapura,5 Bedroom,,1200,3.0,0.0,130.189453125
Plot  Area,Ready To Move,Anandapura,2 Bedroom,,825,2.0,0.0,74.2783203125
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1215,2.0,2.0,57.220703125
Plot  Area,Ready To Move,Andrahalli,4 Bedroom,,1200,5.0,2.0,186.0087890625
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Sraveha,1300,2.0,2.0,50.1123046875
Super built-up  Area,Ready To Move,Friends Colony,3 BHK,SiidsGa,1250,2.0,1.0,67.0673828125
Super built-up  Area,Ready To Move,Nagavarapalya,3 BHK,PuonsSe,1836,3.0,1.0,141.4267578125
Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,146.2958984375
Plot  Area,Ready To Move,Ardendale,4 Bedroom,Aling10,2400,4.0,1.0,234.01171875
Built-up  Area,Ready To Move,Uttarahalli hobli,4 BHK,,3500,3.0,2.0,403758164928.7451
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1420,2.0,1.0,64.5244140625
Plot  Area,Ready To Move,Marsur,4 Bedroom,,2400,4.0,1.0,214.6923828125
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3.0,2.0,125.591796875
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3260,5.0,3.0,417.7919921875
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1750,3.0,,107.330078125
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,,1580,3.0,2.0,126.3740234375
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,933,2.0,1.0,47.90625
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Hoston ,1105,2.0,1.0,37.2421875
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,SrncyRe,1330,2.0,2.0,73.4248046875
Super built-up  Area,Ready To Move,New Gurappana Palya,2 BHK,,1185,2.0,3.0,57.517578125
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Niacesa,1199,2.0,3.0,51.916015625
Super built-up  Area,19-Mar,Thanisandra,2 BHK,Bhe 2ko,1183,2.0,1.0,58.1123046875
Plot  Area,Ready To Move,BTM 2nd Stage,7 Bedroom,,1200,6.0,2.0,265.1005859375
Built-up  Area,Ready To Move,Hennur Road,2 BHK,MItatHa,1460,2.0,2.0,79.4951171875
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,SryleHo,1870,3.0,1.0,101.48828125
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,Soitya ,1930,3.0,2.0,111.1904296875
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,3.0,2.0,65.248046875
Super built-up  Area,Ready To Move,Koramangala,3 BHK,,2292,3.0,1.0,227.1572265625
Super built-up  Area,Ready To Move,Nobo Nagar,2 BHK,Myolai ,1450,3.0,2.0,75.7978515625
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1630,3.0,3.0,108.6484375
Super built-up  Area,Ready To Move,Attibele,2 BHK,Jae 2hu,656,2.0,1.0,18.36328125
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,SRionri,1250,2.0,0.0,103.5419921875
Built-up  Area,Ready To Move,Nelamangala,1 Bedroom,,525,1.0,1.0,349.6435546875
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,43.1396484375
Plot  Area,Ready To Move,Naganathapura,6 Bedroom,,600,3.0,2.0,74.65625
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,,2700,3.0,3.0,300.240234375
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,,1606,3.0,,121.103515625
Built-up  Area,Ready To Move,Old Airport Road,2 BHK,,1000,2.0,2.0,93.0380859375
Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,138.51171875
