area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,50.29761589611489
Super built-up  Area,18-Nov,manyata park,2 BHK,,1300,2.0,1.0,60.95918062345814
Super built-up  Area,Ready To Move,Tindlu,2 BHK,Alubys ,1166,2.0,2.0,32.30331140945381
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2 BHK,,1055,2.0,1.0,43.45730936692857
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,73.90245410908557
Built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,DatroGo,1270,2.0,2.0,54.813273221300165
Super built-up  Area,Ready To Move,Vignana Nagar,9 BHK,,1500,7.0,,161.10159463547285
Plot  Area,Ready To Move,Battarahalli,4 Bedroom,,1200,3.0,1.0,124.84966544272879
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1164,2.0,2.0,41.29844108390682
Super built-up  Area,Ready To Move,Maruthi Nagar,3 BHK,,1447,2.0,2.0,74.03723575797389
Plot  Area,18-Aug,soukya road,3 Bedroom,,1500,3.0,1.0,181.09672669583313
Plot  Area,Ready To Move,Nobo Nagar,3 Bedroom,,1600,3.0,0.0,164.19282894844258
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1198,2.0,2.0,67.23431303408137
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,Brnumnn,3200,4.0,2.0,210.87963267125457
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,72.75428733634666
Super built-up  Area,Ready To Move,3rd Phase JP Nagar,4 BHK,,4500,4.0,3.0,320.56506868411606
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,1.0,100.487363429506
Plot  Area,Ready To Move,Shirdi Sai Nagar,7 Bedroom,,1000,7.0,3.0,191.98672865881443
Super built-up  Area,Ready To Move,Kamala Nagar,2 BHK,Dehtipt,1175,2.0,2.0,106.16746038575138
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1345,2.0,1.0,54.255975907509665
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1560,5.0,1.0,181.578900196819
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1340,2.0,2.0,78.66754793187633
Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,939,2.0,2.0,27.513935890183006
Super built-up  Area,Ready To Move,Sonnenahalli,1 BHK,,605,1.0,1.0,6.335021773813267
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1115,2.0,2.0,66.62371243781215
Built-up  Area,19-Dec,Electronic City,4 Bedroom,,2992,4.0,1.0,185.5806493807616
Super built-up  Area,17-Apr,Harlur,4 BHK,Prncyrn,2572,4.0,3.0,179.09639791199845
Plot  Area,Ready To Move,Kothannur,3 Bedroom,,1200,3.0,1.0,123.73149278549877
Super built-up  Area,18-Apr,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,61.992954970795765
Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,Shitt S,1340,2.0,2.0,60.405135259422565
Super built-up  Area,18-Mar,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,51.52348821995507
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,67.72794116686356
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,MRmesra,1874,2.0,3.0,80.93107027556158
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1140,2.0,2.0,40.14802664362382
Built-up  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,3677,4.0,0.0,205.84606731916557
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,2 BHK,,1464,2.0,2.0,41.995124921885576
Plot  Area,18-Mar,yettagodi Road,3 Bedroom,,1200,3.0,0.0,168.32289872408674
Super built-up  Area,Ready To Move,Doddabommasandra,3 BHK,,1736,3.0,2.0,152.05026289443805
Built-up  Area,Ready To Move,Munireddy Layout,3 BHK,Kulons ,1600,2.0,1.0,93.0875366390567
Built-up  Area,18-Dec,Whitefield,2 BHK,,1249,2.0,1.0,76.37473413063665
Built-up  Area,Ready To Move,Chandapura,3 BHK,Siissi ,1323,2.0,2.0,40.4931691707731
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,2.0,1.0,76.47554976123891
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,,1100,2.0,2.0,61.77889234037801
Built-up  Area,19-Mar,"Panathur Road, ",2 BHK,,1210,2.0,1.0,81.05316789041812
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1200,2.0,2.0,58.54268724079681
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1452,3.0,3.0,85.79664841506663
Built-up  Area,Ready To Move,Doddakannelli,3 BHK,KPareis,1475,2.0,3.0,42.912925449684536
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,53.87388620940362
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,143.56034684124458
Carpet  Area,Ready To Move,Basavangudi,4 BHK,BriewPa,2000,4.0,1.0,230.4679152252944
Super built-up  Area,Ready To Move,Celebrity Paradise Layout,1 BHK,,550,1.0,1.0,21.00606717202082
Super built-up  Area,Ready To Move,Puttappa Layout,2 BHK,Teara S,1400,2.0,1.0,137.06837080588267
Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,43.24633207958043
Plot  Area,Ready To Move,Koramangala,2 Bedroom,,1350,2.0,0.0,230.46868032224742
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Emage H,1582,3.0,2.0,307.34421058315166
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Srllaan,1121,2.0,3.0,72.82549485162549
Plot  Area,Ready To Move,Navodaya Nagar,2 Bedroom,,2000,2.0,0.0,199.35369932459795
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1244,2.0,2.0,60.7391801973408
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Ulure S,1090,2.0,2.0,36.25507255540981
Super built-up  Area,Ready To Move,Panathur,2 BHK,Saite G,1140,2.0,1.0,66.7083989609297
Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,2.0,72.53388742584
Plot  Area,Ready To Move,Kenchenhalli,2 Bedroom,,825,3.0,2.0,88.81165839742326
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1640,2.0,0.0,89.73759333883962
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,62.28641423097333
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVodsve,1301,2.0,2.0,92.67985768711426
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,,2400,4.0,3.0,238.5641685691525
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,Brnia G,750,1.0,1.0,28.96115584789922
Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Chaldi ,1300,3.0,2.0,135.300490620835
Plot  Area,Ready To Move,Hanumagiri,3 Bedroom,,1200,3.0,2.0,147.0882913623912
Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,,1500,2.0,1.0,184.39013244873723
Super built-up  Area,17-Dec,Mysore Road,3 BHK,PrawnRa,1082,2.0,1.0,51.188818096307344
Super built-up  Area,20-Dec,Electronic City,3 BHK,KonteiT,1791,3.0,2.0,102.89741290697225
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,CMhidal,1380,3.0,2.0,83.8810979811798
Built-up  Area,Ready To Move,PARAPPANAAGHRARA,2 BHK,,1150,2.0,2.0,71.95392760510575
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,58.42994804806058
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1211,2.0,1.0,53.77726364033357
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,960,2.0,2.0,127.21197572798425
Super built-up  Area,18-Apr,Whitefield,3 BHK,Prtates,2321,4.0,2.0,172.13020029596382
Built-up  Area,Ready To Move,HBR Layout,3 Bedroom,,2000,4.0,2.0,159.94279358143888
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Reiteee,1169,2.0,2.0,60.08962356435673
Super built-up  Area,Ready To Move,Vidyaranyapura,1 BHK,Mathipo,745,1.0,1.0,16.600849918478346
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Emterl ,1389,2.0,2.0,62.898902315223914
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1095,2.0,1.0,38.039526469335556
Super built-up  Area,19-Dec,Bannerghatta Road,3 BHK,,1894,3.0,1.0,122.73072446136665
Super built-up  Area,18-May,Sarjapur  Road,2 BHK,SJityaz,1308,2.0,1.0,78.46058963825178
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,DSthi K,1170,2.0,2.0,41.61795228183617
Built-up  Area,Ready To Move,Brindavan Layout,2 Bedroom,,1100,2.0,0.0,50.05282164071875
Plot  Area,Ready To Move,Kalkere,6 Bedroom,,2116,5.0,,235.35043346202607
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,2 Bedroom,,1522.5,2.0,0.0,193.91402324087696
Built-up  Area,19-Dec,Uttarahalli,3 BHK,,1750,3.0,2.0,96.33092109347142
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1200,5.0,2.0,161.40533382040562
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698,3.0,2.0,102.10283234500554
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,,1610,2.0,2.0,80.08124519448987
Plot  Area,Ready To Move,Kalyan nagar,5 Bedroom,,600,5.0,0.0,162.70148458894334
Super built-up  Area,Ready To Move,Panduranga Nagar,3 BHK,SApusnu,1430,2.0,1.0,75.41665031868556
Built-up  Area,Ready To Move,Pai Layout,2 BHK,,1005,2.0,2.0,41.41431749746465
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,Sanzaat,1564,2.0,1.0,77.82862143036249
Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1230,2.0,1.0,90.79754955150213
Built-up  Area,Ready To Move,1st Phase JP Nagar,1 BHK,Opamaan,790,1.0,1.0,67.7824454198774
Built-up  Area,Ready To Move,8th Phase JP Nagar,6 BHK,,5000,6.0,2.0,322.97986640032065
Built-up  Area,Ready To Move,Brookefield,3 BHK,Saowson,1630,3.0,2.0,104.86549427486027
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Pyaded ,800,2.0,2.0,31.163346793951675
Plot  Area,18-Mar,Medahalli,5 Bedroom,,800,5.0,1.0,110.96027336195334
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,70.39990481361511
Plot  Area,Ready To Move,Ulsoor,3 Bedroom,,4000,2.0,1.0,285.2651314718925
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5.0,3.0,238.78951566152767
Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,3000,4.0,0.0,269.6609387959999
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Hahtsya,1180,2.0,2.0,53.94155886461078
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1530,3.0,2.0,98.76888215073885
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,AztheBr,3004,4.0,,209.81851291450528
Built-up  Area,Ready To Move,Cox Town,2 BHK,,780,2.0,0.0,95.78274493852655
Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,,1165,2.0,1.0,25.516880783107197
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2.0,1.0,66.56105391716092
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,373.73258684204205
Super built-up  Area,18-Jun,CV Raman Nagar,2 BHK,,1225,2.0,2.0,66.27810346194828
Built-up  Area,Ready To Move,Palace Road,4 BHK,,4730,2.0,1.0,282.67064673933913
Plot  Area,Ready To Move,Maragondanahalli,7 Bedroom,,1200,7.0,2.0,214.08484581828083
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,800,2.0,0.0,87.93743114343012
Built-up  Area,Ready To Move,Cooke Town,3 BHK,,1550,3.0,3.0,186.18805091668236
Super built-up  Area,Ready To Move,Coffee Board Layout,2 BHK,,1285,2.0,1.0,66.24573718190774
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1265,2.0,2.0,61.78750638114589
Plot  Area,19-Dec,Basaveshwara Nagar Yelahanka,4 Bedroom,,5120,5.0,3.0,385.4251794561461
Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,61.992954970795765
Plot  Area,Ready To Move,Kavika Layout,1 Bedroom,,580,2.0,0.0,67.16882314479258
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1094.21,2.0,1.0,39.29932858419147
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2.0,1.0,71.5064596912386
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,1200,2.0,2.0,37.838084168904714
Super built-up  Area,Ready To Move,Abbigere,8 BHK,,5000,8.0,1.0,343.06036274649955
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,2.0,47.79977220501928
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1135,2.0,2.0,39.413162734578606
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1740.91,3.0,2.0,95.8294729898444
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1238,2.0,1.0,59.4411722853567
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,,1540,3.0,2.0,114.23950287080294
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,50.945079475274895
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1208,2.0,2.0,58.365853058354446
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Shony S,1180,2.0,1.0,49.551911164953935
Built-up  Area,20-Jul,Sarjapur  Road,4 Bedroom,NVdenic,2876,4.0,0.0,199.94360400517957
Super built-up  Area,Ready To Move,Amruthnagar,2 BHK,Saeur G,1209,2.0,2.0,56.848721810618215
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2558,3.0,2.0,160.38090623890952
Super built-up  Area,18-Sep,Hennur Road,2 BHK,Maity W,1385,2.0,1.0,78.66608772792728
Super built-up  Area,Ready To Move,Lakkasandra,3 BHK,Mysha N,1513,3.0,1.0,5.662831362244617
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,,525,1.0,1.0,2.9669965333288957
Plot  Area,Ready To Move,Begur Road,7 Bedroom,,1000,4.0,3.0,126.25655640983125
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,950,2.0,1.0,14.159512897943657
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,,958,2.0,1.0,33.84739953421722
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1130,2.0,1.0,42.33396204896566
Plot  Area,Ready To Move,6th block Koramangala,4 Bedroom,,2400,5.0,3.0,366.7766985795495
Plot  Area,Ready To Move,Kadarenahalli,4 Bedroom,,1500,4.0,0.0,142.8942926718584
Super built-up  Area,Ready To Move,Bellandur,3 BHK,Srure S,1547,3.0,,105.25810305493228
Built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2000,3.0,2.0,127.69151090745564
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2690,4.0,3.0,213.75427205427266
Built-up  Area,18-May,Harlur,3 BHK,,1924,4.0,1.0,154.73302430550106
Built-up  Area,Ready To Move,Hennur,2 BHK,JahtsHe,1560,2.0,,78.07820649506385
Plot  Area,Ready To Move,Kammagondahalli,2 Bedroom,,1200,2.0,1.0,97.95526605672346
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1460,2.0,3.0,61.660647501939195
Built-up  Area,Ready To Move,Kothannur,5 Bedroom,,1600,5.0,,117.87052475295405
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3930,4.0,3.0,245.9051406413999
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,50.945079475274895
Super built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,Gomeseg,1770,3.0,1.0,107.47445855001253
Built-up  Area,18-Dec,Electronic City,2 BHK,,1165,2.0,1.0,53.41821174215352
Built-up  Area,Ready To Move,Kodigehalli,2 BHK,Raellil,1285,2.0,0.0,80.53998809449857
Super built-up  Area,Ready To Move,Narayanappa Garden,3 BHK,Vacle P,2100,5.0,2.0,177.66688635793614
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,,935,2.0,2.0,47.82894037046081
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1250,2.0,3.0,74.66942844235433
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717,3.0,2.0,114.78996850864671
Built-up  Area,Ready To Move,Basaveshwara Nagar,1 BHK,,707,1.0,1.0,55.33490327749546
Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,BMngsr ,1047,2.0,2.0,33.84250855098557
Super built-up  Area,18-Feb,Thanisandra,4 BHK,Bhmesy ,3616,4.0,2.0,218.32898695631945
Super built-up  Area,20-Dec,Yelahanka New Town,2 BHK,DSantky,1000,2.0,1.0,70.73296883740566
Super built-up  Area,19-Nov,Thanisandra,2 BHK,,1066,2.0,1.0,52.27643678646254
Plot  Area,Ready To Move,Bannerghatta Road,1 Bedroom,,1200,2.0,0.0,142.37913295248256
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2.0,1.0,84.2501056028703
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Prndsde,1250,2.0,2.0,57.397435220775506
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,,635,1.0,1.0,6.934558204795238
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,755,1.0,1.0,8.891404715530996
Super built-up  Area,Ready To Move,Harlur,4 BHK,Prncyrn,2569,5.0,3.0,202.95845069686482
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1255,2.0,1.0,76.6265832705153
Built-up  Area,Ready To Move,Chikkabanavar,2 Bedroom,,1550,2.0,0.0,23.657503356523463
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,,1061,2.0,2.0,79.52115799768615
Super built-up  Area,19-Jun,Hosa Road,3 BHK,Sosisic,1512,3.0,2.0,90.4184295093832
Super built-up  Area,19-Dec,Whitefield,3 BHK,,1820,3.0,1.0,125.31057946810164
Plot  Area,Ready To Move,Jigani,2 Bedroom,,1200,2.0,1.0,111.73479894957265
Super built-up  Area,Ready To Move,Byrasandra Extension,3 BHK,,2000,2.0,1.0,96.18523443328974
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,970,2.0,1.0,56.125342550160056
Super built-up  Area,21-Jan,Tumkur Road,3 BHK,Sapus S,1448,2.0,1.0,72.83863255652167
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,42.93734772560346
Plot  Area,Ready To Move,Maruthi Nagar,3 Bedroom,MNncysi,1500,3.0,2.0,169.73190349511017
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,90.58897273128633
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 BHK,PrBayGa,4000,6.0,1.0,267.6941189273941
Built-up  Area,Ready To Move,Coffee Board Layout,3 Bedroom,,2300,2.0,1.0,113.42972484825876
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,985,2.0,1.0,29.307481226845567
Plot  Area,Ready To Move,Tindlu,2 Bedroom,,1120,2.0,1.0,101.24631669442527
Super built-up  Area,21-Dec,Electronic City,2 BHK,KonteiT,1241,2.0,2.0,54.96222112638952
Plot  Area,Ready To Move,Basavangudi,4 Bedroom,,2437,4.0,3.0,308.7371283969711
Plot  Area,Ready To Move,Sunkadakatte,3 Bedroom,,1200,2.0,2.0,57.98316058647582
Super built-up  Area,22-Jun,2nd Phase Judicial Layout,2 BHK,,1100,2.0,1.0,45.70372261793946
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1724,3.0,3.0,116.11371046262595
Built-up  Area,Ready To Move,Banashankari Stage II,5 Bedroom,,3000,5.0,2.0,326.4902568596895
Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,,1125,2.0,2.0,82.75730475879382
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3436,5.0,3.0,410.59161945626107
Built-up  Area,Ready To Move,Jalahalli,4 BHK,Tahtsla,3083,4.0,2.0,200.88059702860681
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,,1000,2.0,1.0,60.17419294989084
Super built-up  Area,Ready To Move,Dinnur,3 BHK,,1700,3.0,1.0,108.41911037707277
Built-up  Area,Ready To Move,Koramangala Industrial Layout,4 Bedroom,,2500,5.0,3.0,206.00285320456288
Super built-up  Area,21-Feb,Talaghattapura,3 BHK,Sodgere,1868,3.0,1.0,120.98050532715227
Built-up  Area,Ready To Move,Jakkur,4 BHK,MMiewke,1697,3.0,3.0,126.69972493711755
Plot  Area,Ready To Move,Sunkadakatte,1 Bedroom,,901,1.0,0.0,30.51526729822389
Plot  Area,Ready To Move,Syndicate Bank Colony,4 Bedroom,,1500,4.0,3.0,201.80449980456444
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Prdhue ,1240,2.0,2.0,56.98444915954812
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1341,2.0,2.0,54.82493317936286
Built-up  Area,Ready To Move,Hebbal,4 BHK,RMudeat,3895,2.0,1.0,226.36819340623586
Built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,94.7053749732016
Super built-up  Area,Ready To Move,Kammagondahalli,2 BHK,DiiteR ,861,2.0,1.0,11.995207770318359
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1100,2.0,2.0,32.431188756624366
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,1020,2.0,1.0,33.80159041561515
Plot  Area,Ready To Move,Parappana Agrahara,9 Bedroom,,1500,9.0,2.0,269.8217609013794
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,75.81578679821632
Super built-up  Area,18-Nov,Kothannur,2 BHK,,1080,2.0,2.0,26.022688795237556
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Toindls,2500,3.0,1.0,159.2563797055996
Super built-up  Area,18-Mar,Thyagaraja Nagar,3 BHK,,1650,3.0,3.0,113.88400570961387
Super built-up  Area,Ready To Move,Sunkadakatte,2 BHK,,700,2.0,1.0,30.279020896291186
Super built-up  Area,18-Mar,Jakkur,3 BHK,Lecco C,4150,5.0,1.0,305.0674665551929
Plot  Area,18-Dec,Ambedkar Nagar,3 Bedroom,Thessrm,2900,3.0,2.0,259.73590970247926
Plot  Area,18-Dec,Attibele,3 Bedroom,AkArkti,1200,3.0,,138.00338978196666
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1080,2.0,1.0,64.16781650724354
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,3.0,2.0,102.46884579573323
Built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Srera P,1210,2.0,2.0,68.28752211081436
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1150,2.0,1.0,70.00995127653388
Super built-up  Area,20-Jun,Talaghattapura,4 BHK,Toreeic,5407,5.0,0.0,344.34153130591864
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Paoliy ,1865,4.0,2.0,130.70767533021984
Plot  Area,Ready To Move,Herohalli,2 Bedroom,,1350,2.0,0.0,113.57223372569818
Plot  Area,18-Sep,Whitefield,3 Bedroom,,1200,3.0,1.0,163.3970753607412
Super built-up  Area,19-Dec,Hoodi,4 BHK,Caycend,2041,4.0,0.0,145.31203873350768
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Mileeou,1445,2.0,1.0,78.12852155145758
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,,1690,3.0,2.0,96.41944416706214
Super built-up  Area,18-Apr,3rd Phase JP Nagar,2 BHK,,1200,2.0,3.0,114.87003729575133
Built-up  Area,Ready To Move,Subramanyanagar,6 BHK,,1900,6.0,0.0,183.57462093414983
Super built-up  Area,Ready To Move,Jalahalli East,1 BHK,ShshaSa,700 - 800,1.0,0.0,8.167745570983413
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1087,2.0,1.0,49.20513682962513
Super built-up  Area,18-Mar,Whitefield,3 BHK,BrlisCo,1740,6.0,3.0,188.9478761788978
Super built-up  Area,Ready To Move,Thurahalli,2 BHK,,1075,2.0,1.0,34.07754493717533
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,2254,3.0,2.0,138.04747862305283
Super built-up  Area,18-Dec,Sarjapur  Road,4 BHK,Klark L,4395,3.0,2.0,247.3085242685716
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1339,2.0,1.0,64.12881868009832
Super built-up  Area,19-May,Thanisandra,4 BHK,G conTh,2695,4.0,2.0,172.35239575229647
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,37.049277316626714
Plot  Area,18-May,Varthur,4 Bedroom,Darsh S,1600,4.0,2.0,177.30966877699996
Super built-up  Area,Ready To Move,Benson Town,3 BHK,,1501,2.0,3.0,230.68726222795175
Super built-up  Area,21-Jul,Koramangala,4 BHK,G ceses,1982,4.0,3.0,227.33250650579782
Plot  Area,Ready To Move,Chandapura,5 Bedroom,,1200,3.0,0.0,124.69314550249466
Plot  Area,Ready To Move,Anandapura,2 Bedroom,,825,2.0,0.0,75.07479317647825
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1215,2.0,2.0,59.689441922196366
Plot  Area,Ready To Move,Andrahalli,4 Bedroom,,1200,5.0,2.0,192.904938239145
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Sraveha,1300,2.0,2.0,49.80730228817254
Super built-up  Area,Ready To Move,Friends Colony,3 BHK,SiidsGa,1250,2.0,1.0,69.62226165859613
Super built-up  Area,Ready To Move,Nagavarapalya,3 BHK,PuonsSe,1836,3.0,1.0,139.9134135072745
Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,144.6432115146846
Plot  Area,Ready To Move,Ardendale,4 Bedroom,Aling10,2400,4.0,1.0,232.63641776090154
Built-up  Area,Ready To Move,Uttarahalli hobli,4 BHK,,3500,3.0,2.0,206.21286558164002
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1420,2.0,1.0,64.01620911848671
Plot  Area,Ready To Move,Marsur,4 Bedroom,,2400,4.0,1.0,217.96498400357257
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3.0,2.0,125.81013991686022
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3260,5.0,3.0,407.0267441751423
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1750,3.0,,107.27967727118413
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,,1580,3.0,2.0,126.43869610797627
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,933,2.0,1.0,49.16982146684789
