area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,64.72488622439482
Super built-up  Area,18-Nov,manyata park,2 BHK,,1300,2.0,1.0,73.93921142217005
Super built-up  Area,Ready To Move,Tindlu,2 BHK,Alubys ,1166,2.0,2.0,65.46802839296447
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2 BHK,,1055,2.0,1.0,59.93383978374219
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,68.05123885581057
Built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,DatroGo,1270,2.0,2.0,71.4131657415216
Super built-up  Area,Ready To Move,Vignana Nagar,9 BHK,,1500,7.0,,201.93272154963415
Plot  Area,Ready To Move,Battarahalli,4 Bedroom,,1200,3.0,1.0,144.7362942551788
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1164,2.0,2.0,65.35369882856914
Super built-up  Area,Ready To Move,Maruthi Nagar,3 BHK,,1447,2.0,2.0,80.91362991522675
Plot  Area,18-Aug,soukya road,3 Bedroom,,1500,3.0,1.0,162.50343118975974
Plot  Area,Ready To Move,Nobo Nagar,3 Bedroom,,1600,3.0,0.0,169.0310116242447
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1198,2.0,2.0,66.67959914800822
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,Brnumnn,3200,4.0,2.0,228.53513779252484
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,66.7364488652643
Super built-up  Area,Ready To Move,3rd Phase JP Nagar,4 BHK,,4500,4.0,3.0,302.03825243477047
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,1.0,117.34385639610784
Plot  Area,Ready To Move,Shirdi Sai Nagar,7 Bedroom,,1000,7.0,3.0,225.88672048051092
Super built-up  Area,Ready To Move,Kamala Nagar,2 BHK,Dehtipt,1175,2.0,2.0,65.98251143274345
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1345,2.0,1.0,75.89392434578343
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1560,5.0,1.0,212.10955825584838
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1340,2.0,2.0,75.41470049535813
Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,939,2.0,2.0,52.49162283409457
Super built-up  Area,Ready To Move,Sonnenahalli,1 BHK,,605,1.0,1.0,10.812716590037908
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1115,2.0,2.0,62.55262450088356
Built-up  Area,19-Dec,Electronic City,4 Bedroom,,2992,4.0,1.0,217.45596531012905
Super built-up  Area,17-Apr,Harlur,4 BHK,Prncyrn,2572,4.0,3.0,191.82455235767287
Plot  Area,Ready To Move,Kothannur,3 Bedroom,,1200,3.0,1.0,145.35399653046034
Super built-up  Area,18-Apr,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,69.65185275734518
Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,Shitt S,1340,2.0,2.0,75.41470049535813
Super built-up  Area,18-Mar,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,64.10686888417172
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,79.88434877072717
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,MRmesra,1874,2.0,3.0,104.51188969891109
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1140,2.0,2.0,63.98174405582518
Built-up  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,3677,4.0,0.0,257.4249433302479
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,2 BHK,,1464,2.0,2.0,82.50313348786857
Plot  Area,18-Mar,yettagodi Road,3 Bedroom,,1200,3.0,0.0,146.16509874517882
Super built-up  Area,Ready To Move,Doddabommasandra,3 BHK,,1736,3.0,2.0,121.44892545038851
Built-up  Area,Ready To Move,Munireddy Layout,3 BHK,Kulons ,1600,2.0,1.0,90.47094380618795
Built-up  Area,18-Dec,Whitefield,2 BHK,,1249,2.0,1.0,71.02380753008914
Built-up  Area,Ready To Move,Chandapura,3 BHK,Siissi ,1323,2.0,2.0,73.82519692271632
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,2.0,1.0,93.32918291607119
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,,1100,2.0,2.0,61.07745049263708
Built-up  Area,19-Mar,"Panathur Road, ",2 BHK,,1210,2.0,1.0,68.79438102438021
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1200,2.0,2.0,67.41163098768507
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1452,3.0,3.0,104.40302509153322
Built-up  Area,Ready To Move,Doddakannelli,3 BHK,KPareis,1475,2.0,3.0,81.70314160204286
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,62.39192541824177
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,131.39559755278216
Carpet  Area,Ready To Move,Basavangudi,4 BHK,BriewPa,2000,4.0,1.0,160.74850137004563
Super built-up  Area,Ready To Move,Celebrity Paradise Layout,1 BHK,,550,1.0,1.0,7.668653569166352
Super built-up  Area,Ready To Move,Puttappa Layout,2 BHK,Teara S,1400,2.0,1.0,79.65568964193652
Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,68.74832657107535
Plot  Area,Ready To Move,Koramangala,2 Bedroom,,1350,2.0,0.0,131.34284487007338
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Emage H,1582,3.0,2.0,112.64554899194813
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Srllaan,1121,2.0,3.0,62.08451097935106
Plot  Area,Ready To Move,Navodaya Nagar,2 Bedroom,,2000,2.0,0.0,168.49995329855548
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1244,2.0,2.0,69.92688140438231
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Ulure S,1090,2.0,2.0,61.12350494594195
Super built-up  Area,Ready To Move,Panathur,2 BHK,Saite G,1140,2.0,1.0,64.79284627054369
Super built-up  Area,Ready To Move,Kogilu,3 BHK,,1664,2.0,2.0,93.31838765212
Plot  Area,Ready To Move,Kenchenhalli,2 Bedroom,,825,3.0,2.0,123.72380326689907
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1640,2.0,0.0,94.18633958409455
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,55.87514024770799
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVodsve,1301,2.0,2.0,73.1852739896492
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,,2400,4.0,3.0,235.72650194297617
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,Brnia G,750,1.0,1.0,19.101610008699296
Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Chaldi ,1300,3.0,2.0,96.52508041220668
Plot  Area,Ready To Move,Hanumagiri,3 Bedroom,,1200,3.0,2.0,144.54289431574182
Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,,1500,2.0,1.0,139.10645998500462
Super built-up  Area,17-Dec,Mysore Road,3 BHK,PrawnRa,1082,2.0,1.0,60.85958662779761
Super built-up  Area,20-Dec,Electronic City,3 BHK,KonteiT,1791,3.0,2.0,124.59298847126007
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,CMhidal,1380,3.0,2.0,101.09826298801985
Built-up  Area,Ready To Move,PARAPPANAAGHRARA,2 BHK,,1150,2.0,2.0,64.55339187780183
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,78.79853297391315
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1211,2.0,1.0,68.85154580657789
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,960,2.0,2.0,53.69208326024553
Super built-up  Area,18-Apr,Whitefield,3 BHK,Prtates,2321,4.0,2.0,178.90499651605904
Built-up  Area,Ready To Move,HBR Layout,3 Bedroom,,2000,4.0,2.0,160.55510143060866
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Reiteee,1169,2.0,2.0,65.63952273955746
Super built-up  Area,Ready To Move,Vidyaranyapura,1 BHK,Mathipo,745,1.0,1.0,18.81578609771097
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Emterl ,1389,2.0,2.0,78.21577482304372
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1095,2.0,1.0,62.220431071648775
Super built-up  Area,19-Dec,Bannerghatta Road,3 BHK,,1894,3.0,1.0,131.29206325233804
Super built-up  Area,18-May,Sarjapur  Road,2 BHK,SJityaz,1308,2.0,1.0,74.39652967975135
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,DSthi K,1170,2.0,2.0,65.69668752175512
Built-up  Area,Ready To Move,Brindavan Layout,2 Bedroom,,1100,2.0,0.0,63.31735719735559
Plot  Area,Ready To Move,Kalkere,6 Bedroom,,2116,5.0,,244.70427937246848
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,2 Bedroom,,1522.5,2.0,0.0,141.20376979917057
Built-up  Area,19-Dec,Uttarahalli,3 BHK,,1750,3.0,2.0,122.24923240115581
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,,1200,5.0,2.0,190.71913444997057
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698,3.0,2.0,119.27666372687725
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,,1610,2.0,2.0,90.2314894134461
Plot  Area,Ready To Move,Kalyan nagar,5 Bedroom,,600,5.0,0.0,158.66017183609026
Super built-up  Area,Ready To Move,Panduranga Nagar,3 BHK,SApusnu,1430,2.0,1.0,80.75293083258494
Built-up  Area,Ready To Move,Pai Layout,2 BHK,,1005,2.0,2.0,56.26449845914044
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,Sanzaat,1564,2.0,1.0,89.03071392235353
Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1230,2.0,1.0,69.93767666833351
Built-up  Area,Ready To Move,1st Phase JP Nagar,1 BHK,Opamaan,790,1.0,1.0,21.388201296605885
Built-up  Area,Ready To Move,8th Phase JP Nagar,6 BHK,,5000,6.0,2.0,378.22568815783166
Built-up  Area,Ready To Move,Brookefield,3 BHK,Saowson,1630,3.0,2.0,115.38945853743604
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Pyaded ,800,2.0,2.0,44.54571810861918
Plot  Area,18-Mar,Medahalli,5 Bedroom,,800,5.0,1.0,169.28202606090468
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,97.94235184566853
Plot  Area,Ready To Move,Ulsoor,3 Bedroom,,4000,2.0,1.0,281.40071320388495
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5.0,3.0,228.30114835680044
Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,3000,4.0,0.0,272.4586779057305
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Hahtsya,1180,2.0,2.0,66.26833534373178
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1530,3.0,2.0,109.67298031766957
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,AztheBr,3004,4.0,,219.57074718650105
Built-up  Area,Ready To Move,Cox Town,2 BHK,,780,2.0,0.0,45.02462689410288
Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,,1165,2.0,1.0,66.22196582548531
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2.0,1.0,84.75446558642147
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,186.8972707597809
Super built-up  Area,18-Jun,CV Raman Nagar,2 BHK,,1225,2.0,2.0,68.8407505426267
Built-up  Area,Ready To Move,Palace Road,4 BHK,,4730,2.0,1.0,268.779009809597
Plot  Area,Ready To Move,Maragondanahalli,7 Bedroom,,1200,7.0,2.0,238.13077913476238
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,800,2.0,0.0,99.90221466135779
Built-up  Area,Ready To Move,Cooke Town,3 BHK,,1550,3.0,3.0,110.00517374690436
Super built-up  Area,Ready To Move,Coffee Board Layout,2 BHK,,1285,2.0,1.0,73.08173968920507
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1265,2.0,2.0,71.12734183053328
Plot  Area,19-Dec,Basaveshwara Nagar Yelahanka,4 Bedroom,,5120,5.0,3.0,415.22938300066096
Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225,2.0,1.0,69.65185275734518
Plot  Area,Ready To Move,Kavika Layout,1 Bedroom,,580,2.0,0.0,87.94366485315305
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1094.21,2.0,1.0,62.17527089371262
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2.0,1.0,76.79745053205328
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,1200,2.0,2.0,67.41163098768507
Super built-up  Area,Ready To Move,Abbigere,8 BHK,,5000,8.0,1.0,425.8307327820604
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,2.0,73.29960355404454
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1135,2.0,2.0,63.69592014483686
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1740.91,3.0,2.0,121.72960453097905
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1238,2.0,1.0,70.39499492591483
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,,1540,3.0,2.0,110.24462813964622
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,58.83691365803535
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1208,2.0,2.0,67.86894924526638
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Shony S,1180,2.0,1.0,67.07943755845028
Built-up  Area,20-Jul,Sarjapur  Road,4 Bedroom,NVdenic,2876,4.0,0.0,211.63595278991846
Super built-up  Area,Ready To Move,Amruthnagar,2 BHK,Saeur G,1209,2.0,2.0,67.92611402746405
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2558,3.0,2.0,168.43837641686892
Super built-up  Area,18-Sep,Hennur Road,2 BHK,Maity W,1385,2.0,1.0,78.79821790897154
Super built-up  Area,Ready To Move,Lakkasandra,3 BHK,Mysha N,1513,3.0,1.0,109.51228123502777
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,,525,1.0,1.0,6.239534014224731
Plot  Area,Ready To Move,Begur Road,7 Bedroom,,1000,4.0,3.0,153.84270004040096
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,950,2.0,1.0,53.93153765298739
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,,958,2.0,1.0,54.38885591056871
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1130,2.0,1.0,64.22119844856704
Plot  Area,Ready To Move,6th block Koramangala,4 Bedroom,,2400,5.0,3.0,259.7411754230128
Plot  Area,Ready To Move,Kadarenahalli,4 Bedroom,,1500,4.0,0.0,186.71150460923337
Super built-up  Area,Ready To Move,Bellandur,3 BHK,Srure S,1547,3.0,,112.26698604446688
Built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2000,3.0,2.0,136.540427950572
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2690,4.0,3.0,198.5699966569973
Built-up  Area,18-May,Harlur,3 BHK,,1924,4.0,1.0,157.02168019830464
Built-up  Area,Ready To Move,Hennur,2 BHK,JahtsHe,1560,2.0,,89.61315700828138
Plot  Area,Ready To Move,Kammagondahalli,2 Bedroom,,1200,2.0,1.0,121.95702532570519
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1460,2.0,3.0,80.84566986907788
Built-up  Area,Ready To Move,Kothannur,5 Bedroom,,1600,5.0,,162.09066191045338
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3930,4.0,3.0,269.4543265821016
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,58.83691365803535
Super built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,Gomeseg,1770,3.0,1.0,124.2036302598276
Built-up  Area,18-Dec,Electronic City,2 BHK,,1165,2.0,1.0,66.22196582548531
Built-up  Area,Ready To Move,Kodigehalli,2 BHK,Raellil,1285,2.0,0.0,73.89284190392357
Super built-up  Area,Ready To Move,Narayanappa Garden,3 BHK,Vacle P,2100,5.0,2.0,190.28625313041178
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,,935,2.0,2.0,52.26296370530392
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1250,2.0,3.0,68.8410656075683
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717,3.0,2.0,120.36279458863288
Built-up  Area,Ready To Move,Basaveshwara Nagar,1 BHK,,707,1.0,1.0,16.643524374199714
Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,BMngsr ,1047,2.0,2.0,58.66541931144237
Super built-up  Area,18-Feb,Thanisandra,4 BHK,Bhmesy ,3616,4.0,2.0,252.31568718675337
Super built-up  Area,20-Dec,Yelahanka New Town,2 BHK,DSantky,1000,2.0,1.0,56.78977676287062
Super built-up  Area,19-Nov,Thanisandra,2 BHK,,1066,2.0,1.0,60.56265238791649
Plot  Area,Ready To Move,Bannerghatta Road,1 Bedroom,,1200,2.0,0.0,123.3858298157052
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2.0,1.0,62.56341976483476
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Prndsde,1250,2.0,2.0,70.26987009756832
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,,635,1.0,1.0,12.527660055967857
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,755,1.0,1.0,18.769731644406107
Super built-up  Area,Ready To Move,Harlur,4 BHK,Prncyrn,2569,5.0,3.0,215.6677314911165
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1255,2.0,1.0,71.36679622327513
Built-up  Area,Ready To Move,Chikkabanavar,2 Bedroom,,1550,2.0,0.0,89.04150918630472
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,,1061,2.0,2.0,59.46572626220967
Super built-up  Area,19-Jun,Hosa Road,3 BHK,Sosisic,1512,3.0,2.0,108.64401423811161
Super built-up  Area,19-Dec,Whitefield,3 BHK,,1820,3.0,1.0,127.06186936971085
Plot  Area,Ready To Move,Jigani,2 Bedroom,,1200,2.0,1.0,121.95702532570519
Super built-up  Area,Ready To Move,Byrasandra Extension,3 BHK,,2000,2.0,1.0,113.33685668525385
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,970,2.0,1.0,55.07483329694068
Super built-up  Area,21-Jan,Tumkur Road,3 BHK,Sapus S,1448,2.0,1.0,81.78189691214291
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,50.10149724574385
Plot  Area,Ready To Move,Maruthi Nagar,3 Bedroom,MNncysi,1500,3.0,2.0,161.69232897504125
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,69.08020493536854
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 BHK,PrBayGa,4000,6.0,1.0,323.1074127254484
Built-up  Area,Ready To Move,Coffee Board Layout,3 Bedroom,,2300,2.0,1.0,130.48629134455325
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,985,2.0,1.0,55.932305029905656
Plot  Area,Ready To Move,Tindlu,2 Bedroom,,1120,2.0,1.0,117.383842749892
Super built-up  Area,21-Dec,Electronic City,2 BHK,KonteiT,1241,2.0,2.0,69.75538705778932
Plot  Area,Ready To Move,Basavangudi,4 Bedroom,,2437,4.0,3.0,237.84159888428977
Plot  Area,Ready To Move,Sunkadakatte,3 Bedroom,,1200,2.0,2.0,120.52822083570517
Super built-up  Area,22-Jun,2nd Phase Judicial Layout,2 BHK,,1100,2.0,1.0,62.506254982637095
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1724,3.0,3.0,119.95184584929802
Built-up  Area,Ready To Move,Banashankari Stage II,5 Bedroom,,3000,5.0,2.0,240.499152557747
Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,,1125,2.0,2.0,62.5065700475787
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3436,5.0,3.0,303.0416744762963
Built-up  Area,Ready To Move,Jalahalli,4 BHK,Tahtsla,3083,4.0,2.0,221.84685827539806
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,,1000,2.0,1.0,56.78977676287062
Super built-up  Area,Ready To Move,Dinnur,3 BHK,,1700,3.0,1.0,120.20209550599108
Built-up  Area,Ready To Move,Koramangala Industrial Layout,4 Bedroom,,2500,5.0,3.0,211.72336151947763
Super built-up  Area,21-Feb,Talaghattapura,3 BHK,Sodgere,1868,3.0,1.0,129.80577891519874
Built-up  Area,Ready To Move,Jakkur,4 BHK,MMiewke,1697,3.0,3.0,117.79069445467957
Plot  Area,Ready To Move,Sunkadakatte,1 Bedroom,,901,1.0,0.0,82.27888645856679
Plot  Area,Ready To Move,Syndicate Bank Colony,4 Bedroom,,1500,4.0,3.0,184.27819796507788
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Prdhue ,1240,2.0,2.0,69.69822227559166
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1341,2.0,2.0,74.85416300227428
Built-up  Area,Ready To Move,Hebbal,4 BHK,RMudeat,3895,2.0,1.0,221.04641667454703
Built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,109.9588042286579
Super built-up  Area,Ready To Move,Kammagondahalli,2 BHK,DiiteR ,861,2.0,1.0,48.84387203739522
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1100,2.0,2.0,61.69515276791859
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,1020,2.0,1.0,57.93307240682391
Plot  Area,Ready To Move,Parappana Agrahara,9 Bedroom,,1500,9.0,2.0,302.0741562035721
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,62.506254982637095
Super built-up  Area,18-Nov,Kothannur,2 BHK,,1080,2.0,2.0,60.551857123965306
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Toindls,2500,3.0,1.0,165.93392126412286
Super built-up  Area,18-Mar,Thyagaraja Nagar,3 BHK,,1650,3.0,3.0,115.72165196667083
Super built-up  Area,Ready To Move,Sunkadakatte,2 BHK,,700,2.0,1.0,39.640342103571186
Super built-up  Area,18-Mar,Jakkur,3 BHK,Lecco C,4150,5.0,1.0,308.285158850343
Plot  Area,18-Dec,Ambedkar Nagar,3 Bedroom,Thessrm,2900,3.0,2.0,241.72302405177186
Plot  Area,18-Dec,Attibele,3 Bedroom,AkArkti,1200,3.0,,146.16509874517882
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1080,2.0,1.0,61.36295933868381
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,3.0,2.0,121.39176066819084
Built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Srera P,1210,2.0,2.0,67.98327880966171
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1150,2.0,1.0,65.36449409252035
Super built-up  Area,20-Jun,Talaghattapura,4 BHK,Toreeic,5407,5.0,0.0,380.33469001224455
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Paoliy ,1865,4.0,2.0,152.83785583392392
Plot  Area,Ready To Move,Herohalli,2 Bedroom,,1350,2.0,0.0,131.34284487007338
Plot  Area,18-Sep,Whitefield,3 Bedroom,,1200,3.0,1.0,145.35399653046034
Super built-up  Area,19-Dec,Hoodi,4 BHK,Caycend,2041,4.0,0.0,163.90335965486838
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Mileeou,1445,2.0,1.0,81.61040256554992
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,,1690,3.0,2.0,118.81934546929592
Super built-up  Area,18-Apr,3rd Phase JP Nagar,2 BHK,,1200,2.0,3.0,66.60052877296657
Built-up  Area,Ready To Move,Subramanyanagar,6 BHK,,1900,6.0,0.0,202.63706777450793
Super built-up  Area,Ready To Move,Jalahalli East,1 BHK,ShshaSa,700 - 800,1.0,0.0,19.9127122234178
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1087,2.0,1.0,61.76311281406745
Super built-up  Area,18-Mar,Whitefield,3 BHK,BrlisCo,1740,6.0,3.0,192.9105028045706
Super built-up  Area,Ready To Move,Thurahalli,2 BHK,,1075,2.0,1.0,61.077135427695474
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,2254,3.0,2.0,151.06028262877885
Super built-up  Area,18-Dec,Sarjapur  Road,4 BHK,Klark L,4395,3.0,2.0,272.8323790386976
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1339,2.0,1.0,76.16863792787896
Super built-up  Area,19-May,Thanisandra,4 BHK,G conTh,2695,4.0,2.0,199.66692278270412
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,65.12503969977848
Plot  Area,18-May,Varthur,4 Bedroom,Darsh S,1600,4.0,2.0,190.80577839956285
Super built-up  Area,Ready To Move,Benson Town,3 BHK,,1501,2.0,3.0,83.18942593918214
Super built-up  Area,21-Jul,Koramangala,4 BHK,G ceses,1982,4.0,3.0,158.09733086105066
Plot  Area,Ready To Move,Chandapura,5 Bedroom,,1200,3.0,0.0,144.9296941946158
Plot  Area,Ready To Move,Anandapura,2 Bedroom,,825,2.0,0.0,101.33133421629941
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1215,2.0,2.0,68.26910272065004
Plot  Area,Ready To Move,Andrahalli,4 Bedroom,,1200,5.0,2.0,191.9545390005336
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Sraveha,1300,2.0,2.0,72.51040693217003
Super built-up  Area,Ready To Move,Friends Colony,3 BHK,SiidsGa,1250,2.0,1.0,70.46327003700529
Super built-up  Area,Ready To Move,Nagavarapalya,3 BHK,PuonsSe,1836,3.0,1.0,127.97650588487348
Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,131.96724537475882
Plot  Area,Ready To Move,Ardendale,4 Bedroom,Aling10,2400,4.0,1.0,237.34870637241315
Built-up  Area,Ready To Move,Uttarahalli hobli,4 BHK,,3500,3.0,2.0,221.66989897178757
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1420,2.0,1.0,80.1812830106083
Plot  Area,Ready To Move,Marsur,4 Bedroom,,2400,4.0,1.0,237.34870637241315
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3.0,2.0,127.50839236334097
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3260,5.0,3.0,255.16859598970288
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1750,3.0,,123.87143683059281
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,,1580,3.0,2.0,112.53121942755281
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,933,2.0,1.0,53.5774386309086
